TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
TOTAL;INTERNACIONAL DE;AEROVIAS D.A.P.   ;860;170;2.196;81;39;158;11;665;159;97
LAN AIRLINES         ;SANTIAGO CON;BARILOCHE       ;18.353;16.141;15.528;3.471;0;0;0;0;304;0
 ; ;BUENOS AIRES    ;686.129;656.061;679.163;554.358;376.441;435.871;646.456;634.841;624.042;716.138
 ; ;CORDOBA         ;89.282;92.822;101.340;112.569;121.505;103.311;137.199;171.936;178.598;161.336
 ; ;EL CALAFATE     ;0;0;0;0;0;0;0;214;0;0
 ; ;IGUAZU, ARG.    ;0;0;0;0;0;0;171;0;0;0
 ; ;MENDOZA         ;110.289;109.848;135.688;141.374;176.246;216.959;247.543;275.796;266.277;254.391
 ; ;PUERTO MADRYN   ;0;7;135;0;0;0;0;0;0;0
 ; ;RIO GALLEGOS ARG;2;7;6;110;7;7;17;5;2;157
 ; ;ROSARIO, ARG.   ;23.455;20.207;20.297;17.111;0;0;0;0;0;0
 ; ;SALTA, ARG.     ;328;279;69;116;119;104;129;147;249;483
 ; ;SAN JUAN, ARG.  ;0;0;0;0;0;105;0;0;0;0
 ; ;USHUAIA, ARG.   ;7.317;7.499;10.376;10.010;6.016;4.144;1.621;783;401;0
 ; ;CHICLAYO        ;0;145;0;0;0;0;0;0;0;0
 ; ;CUZCO, PERU     ;0;0;0;0;0;0;0;206;0;0
 ; ;LIMA            ;181.309;225.460;264.974;304.653;343.451;378.245;380.111;584.451;601.093;572.409
 ; ;LA PAZ          ;17.819;27.610;28.441;28.666;24.457;17.091;16.592;25.347;30.141;34.239
 ; ;SANTA CRUZ, BOL.;0;5.542;9.870;14.808;16.328;13.098;14.462;20.796;22.178;26.594
 ; ;BELO HORIZONTE  ;0;0;0;0;0;319;0;0;0;158
 ; ;BRASILIA        ;407;0;0;0;0;0;0;0;0;0
 ; ;CABO FRIO, BRASI;0;0;0;0;0;0;0;402;0;0
 ; ;CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;173
 ; ;FLORIANAPOLIS   ;0;207;8.709;7.559;3.774;2.643;3.803;8.765;6.116;11.408
 ; ;IGUASSU, BRASIL ;0;0;0;0;0;0;0;0;0;149
 ; ;PORTO ALEGRE    ;253;0;200;0;0;0;0;0;0;0
 ; ;RIO DE JANEIRO  ;31.394;58.219;117.075;81.985;42.745;46.487;82.828;200.949;155.280;216.749
 ; ;SALVADOR BAHIA  ;10.537;3.639;3.529;0;213;0;0;0;0;2.479
 ; ;SAO PAULO       ;64.092;108.654;190.645;209.479;198.163;233.349;289.328;504.692;399.270;412.763
 ; ;ASUNCION        ;0;0;0;0;325;0;0;0;0;0
 ; ;MONTEVIDEO      ;73.326;82.105;85.767;86.144;111.281;117.241;141.584;163.662;194.041;187.324
 ; ;PTA. DEL ESTE   ;303;0;0;3.060;308;0;0;0;0;0
 ; ;GUAYAQUIL       ;28.350;12.903;2.667;3.167;3.836;5.939;5.277;4.215;2.749;9.414
 ; ;QUITO           ;34.360;14.432;0;0;0;0;298;0;0;0
 ; ;BARRANQUILLA    ;0;0;0;0;0;0;0;0;427;0
 ; ;BOGOTA          ;33.206;40.204;41.484;41.469;39.392;57.362;79.277;122.427;120.255;85.684
 ; ;MEDELLIN        ;0;0;0;0;168;0;0;0;0;0
 ; ;BARCELONA VENEZ.;0;0;0;0;0;0;0;333;0;0
 ; ;CARACAS         ;29.423;28.835;31.345;32.651;29.176;26.336;28.891;30.031;34.597;13.092
 ; ;MOUNT PLEASANT  ;0;0;0;0;0;0;0;110;1.343;2.139
 ; ;PTO.STANLEY     ;4.733;4.866;5.399;3.793;2.819;3.458;3.582;3.811;1.868;1.172
 ; ;LA HAVANA       ;26.505;16.087;9.525;7.285;8.816;4.041;1.977;0;0;0
 ; ;PUNTA CANA, R.D.;24.379;21.896;18.327;20.920;25.268;19.061;18.962;27.764;26.918;27.664
 ; ;C. DE MEXICO    ;117.017;125.579;124.173;126.649;105.991;116.947;125.792;137.937;143.312;139.508
 ; ;CANCUN, MEX.    ;28.912;13.678;12.148;14.187;13.161;15.914;19.468;28.415;31.926;30.503
 ; ;TORONTO         ;0;0;0;3.471;9.003;7.498;2.899;0;0;0
 ; ;LOS ANGELES     ;66.951;69.092;90.592;97.200;67.659;58.849;60.383;47.588;62.027;51.014
 ; ;LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;10.076
 ; ;MIAMI           ;132.599;134.255;141.394;137.520;145.151;163.622;173.797;214.819;222.852;223.590
 ; ;NUEVA YORK      ;44.215;47.867;61.479;77.455;84.053;87.509;118.123;112.491;110.328;113.972
 ; ;ORLANDO, US.    ;0;0;0;0;0;0;0;2.184;2.380;0
 ; ;FRANKFURT       ;32.023;35.473;33.097;28.873;28.082;27.241;24.975;29.431;15.501;23.553
 ; ;MADRID          ;131.541;126.534;135.901;138.326;137.190;152.284;152.170;141.794;137.080;141.394
 ; ;PARIS           ;0;0;0;0;0;3.861;5.877;0;0;0
 ; ;ROMA            ;447;0;0;0;0;0;0;0;0;0
 ; ;CAPE TOWN       ;0;0;0;0;0;1.207;0;0;0;0
 ; ;JOHANNESBURG    ;0;0;0;0;0;1.177;0;0;0;0
 ; ;NELSPRUIT       ;0;0;0;0;0;182;0;0;0;0
 ; ;SYDNEY          ;49.733;60.365;73.394;80.967;66.961;59.880;61.563;85.291;49.339;62.571
 ; ;AUCKLAND N.Z.   ;46.737;64.940;68.956;74.845;69.757;71.542;72.815;69.535;79.224;87.652
 ; ;PAPEETE         ;12.370;15.495;16.801;15.906;13.751;14.015;10.607;10.405;9.390;8.845
 ;ARICA CON;AREQUIPA        ;0;0;0;0;0;0;0;141;0;0
 ; ;LIMA            ;0;72;0;0;0;0;0;0;0;0
 ; ;LA PAZ          ;5.471;2.395;0;0;0;0;0;0;0;0
 ;IQUIQUE CON;SALTA, ARG.     ;1.507;1.139;1.213;1.632;1.615;1.706;2.775;3.467;5.197;3.825
 ; ;LIMA            ;0;193;0;0;14.422;5.816;0;0;102;0
 ; ;LA PAZ          ;8.050;6.497;8.285;7.424;7.422;12.195;10.750;13.736;12.422;14.074
 ; ;SANTA CRUZ, BOL.;0;3.346;7.885;8.501;10.600;19.058;20.577;18.610;20.339;17.736
 ; ;SAO PAULO       ;0;0;0;0;0;152;0;0;0;0
 ; ;C. DE MEXICO    ;0;0;0;0;0;0;0;196;0;0
 ; ;MIAMI           ;87;0;0;0;0;0;0;0;0;0
 ; ;NUEVA YORK      ;0;0;0;0;0;122;0;0;0;0
 ;ANTOFAGASTA CON;MENDOZA         ;0;0;0;0;0;0;65;0;0;0
 ; ;SALTA, ARG.     ;206;192;389;0;0;0;0;0;0;0
 ; ;SANTA CRUZ, BOL.;0;0;145;0;0;0;0;0;0;0
 ; ;SAO PAULO       ;0;0;0;0;0;150;0;0;0;0
 ;CALAMA CON;JUJUY, ARG.     ;0;0;0;0;0;0;139;0;0;0
 ; ;MENDOZA         ;0;0;0;0;0;176;0;0;0;0
 ; ;LA PAZ          ;0;0;0;37;0;0;0;43;0;0
 ; ;SAO PAULO       ;0;0;43;0;0;0;0;0;0;0
 ;LA SERENA CON;BUENOS AIRES    ;0;0;0;0;0;120;0;0;0;0
 ; ;FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;332
 ;ISLA DE PASCUA CON;LIMA            ;195;0;0;0;0;0;8.383;26.001;3.698;0
 ; ;PAPEETE         ;15.350;16.265;14.919;14.555;14.799;13.701;6.986;7.403;7.052;8.079
 ;CONCEPCION CON;BUENOS AIRES    ;0;33;0;0;0;0;0;0;0;0
 ; ;LIMA            ;0;0;8;0;0;0;0;106;0;0
 ; ;FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;335
 ;PUERTO MONTT CON;BARILOCHE       ;994;858;640;283;25;0;0;0;0;0
 ; ;PUERTO MADRYN   ;0;0;79;0;0;0;0;0;0;0
 ; ;USHUAIA, ARG.   ;822;1.106;753;0;0;0;0;0;0;0
 ; ;PTO.STANLEY     ;370;345;183;0;0;0;0;0;0;0
 ;BALMACEDA CON;USHUAIA, ARG.   ;9;0;0;0;0;0;0;0;0;0
 ;PUNTA ARENAS CON;BARILOCHE       ;0;43;0;0;0;0;0;0;0;0
 ; ;BUENOS AIRES    ;120;0;0;0;0;0;0;0;0;0
 ; ;PUERTO MADRYN   ;0;4;1.105;0;0;0;0;0;0;0
 ; ;RIO GALLEGOS ARG;0;0;49;10;7;58;19;12;13;14
 ; ;USHUAIA, ARG.   ;4.817;4.176;5.385;4.963;2.939;1.482;0;0;130;0
 ; ;SAO PAULO       ;202;0;0;0;0;0;0;0;0;0
 ; ;MOUNT PLEASANT  ;0;0;76;0;0;0;0;58;1.324;2.779
 ; ;PTO.STANLEY     ;1.847;1.988;2.670;3.026;3.003;3.261;2.889;3.069;1.902;1.254
TOTAL;INTERNACIONAL DE;LAN AIRLINES         ;2.198.143;2.285.605;2.582.321;2.520.588;2.326.445;2.524.896;2.981.160;3.734.415;3.581.687;3.677.221
LAN EXPRESS       ;SANTIAGO CON;BARILOCHE       ;0;224;0;0;0;0;0;0;0;0
 ; ;BUENOS AIRES    ;0;0;0;0;0;0;158;8.040;0;0
 ; ;CORDOBA         ;0;0;0;0;0;0;253;0;0;0
 ; ;EL CALAFATE     ;0;0;0;0;0;0;136;0;0;0
 ; ;MENDOZA         ;0;0;0;0;12;0;0;0;0;0
 ; ;LIMA            ;0;0;0;0;0;0;0;6.652;0;0
 ; ;COCHABAMBA      ;0;0;0;0;242;0;0;0;0;0
 ; ;CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;174
 ; ;RIO DE JANEIRO  ;54.253;60.409;58.929;56.427;70.526;63.528;64.775;61;0;0
 ; ;SALVADOR BAHIA  ;0;0;0;0;213;0;0;0;0;0
 ; ;SAO PAULO       ;63.452;68.333;66.650;83.026;62.921;66.701;78.915;157;0;0
 ; ;BOGOTA          ;0;0;0;0;0;0;3;0;0;0
 ; ;PTO.STANLEY     ;0;0;0;51;0;0;0;0;0;0
 ;IQUIQUE CON;MENDOZA         ;0;0;0;0;63;0;0;0;0;0
 ;PUERTO MONTT CON;BARILOCHE       ;0;3;0;0;0;0;0;0;0;0
 ; ;MENDOZA         ;0;0;0;0;0;11;0;0;0;0
 ;PUNTA ARENAS CON;MENDOZA         ;0;0;0;0;0;14;0;0;0;0
 ; ;PTO.STANLEY     ;0;0;0;47;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN EXPRESS       ;117.705;128.969;125.579;139.551;133.977;130.254;144.240;14.910;0;174
SKY AIRLINE       ;SANTIAGO CON;BARILOCHE       ;934;0;559;0;0;0;0;279;279;0
 ; ;BUENOS AIRES    ;3.470;3.623;1.527;970;0;9.762;95.238;118.639;171.097;179.835
 ; ;EL CALAFATE     ;0;0;0;0;0;200;0;0;0;0
 ; ;IGUAZU, ARG.    ;0;0;0;309;0;0;0;0;0;0
 ; ;MAR DEL PLATA   ;0;0;0;0;0;0;0;0;328;0
 ; ;MENDOZA         ;260;0;207;118;97;0;1.801;2;0;0
 ; ;SALTA, ARG.     ;0;0;0;0;0;0;1;0;0;0
 ; ;SAN JUAN, ARG.  ;0;0;0;0;0;0;367;0;0;0
 ; ;SAN LUIS        ;0;0;0;0;0;0;0;0;826;0
 ; ;USHUAIA, ARG.   ;0;0;111;0;0;0;0;0;0;0
 ; ;AREQUIPA        ;0;0;195;4.522;4.126;4.166;4.774;5.636;2.528;0
 ; ;LIMA            ;62;0;0;0;0;4.448;32.991;53.102;70.676;88.269
 ; ;LA PAZ          ;0;0;0;0;3.718;12.179;18.511;21.201;23.559;27.845
 ; ;BELO HORIZONTE  ;0;0;0;0;0;0;334;967;735;74
 ; ;CABO FRIO, BRASI;0;0;0;0;0;1.142;167;3.015;2.511;4.405
 ; ;FLORIANAPOLIS   ;6.753;9.583;5.911;4.188;7.077;13.754;24.525;29.334;28.378;16.319
 ; ;IGUASSU, BRASIL ;1.412;0;785;0;551;308;522;757;430;492
 ; ;PORTO ALEGRE    ;0;0;0;360;0;0;119;214;115;271
 ; ;PORTO SEGURO    ;0;0;642;0;0;0;0;0;0;0
 ; ;RECIFE          ;0;0;0;0;0;0;0;0;0;4
 ; ;RIO DE JANEIRO  ;0;0;629;0;393;0;0;0;0;0
 ; ;SALVADOR BAHIA  ;0;0;384;0;601;0;0;0;0;0
 ; ;SAO PAULO       ;0;0;302;0;0;0;0;0;0;74.013
 ; ;ASUNCION        ;0;0;0;0;0;0;0;0;238;0
 ; ;MONTEVIDEO      ;662;0;413;6;0;0;169;0;0;25
 ; ;PTA. DEL ESTE   ;0;0;0;0;0;0;4.906;3.402;2.497;0
 ; ;GUAYAQUIL       ;0;0;870;0;62;0;0;0;0;0
 ; ;QUITO           ;0;0;0;0;587;0;0;0;0;0
 ; ;LA HAVANA       ;0;0;0;0;172;0;0;0;0;0
 ; ;VARADERO        ;0;0;0;0;707;0;0;0;0;0
 ; ;PUNTA CANA, R.D.;0;0;0;0;873;0;0;0;0;0
 ; ;CANCUN, MEX.    ;0;0;0;0;707;0;0;0;0;0
 ;ARICA CON;SALTA, ARG.     ;0;0;0;31;0;0;0;0;0;0
 ; ;AREQUIPA        ;0;0;183;5.550;3.313;3.256;3.743;3.845;1.918;0
 ; ;LA PAZ          ;0;0;0;0;3.066;8.019;7.574;10.262;13.706;0
 ;IQUIQUE CON;IGUAZU, ARG.    ;0;0;0;1.395;0;0;0;0;0;0
 ; ;SALTA, ARG.     ;0;0;0;270;0;0;0;0;0;0
 ; ;AREQUIPA        ;0;0;56;1.837;1.199;2.586;1.762;0;0;0
 ; ;LA PAZ          ;0;0;0;0;0;406;4.952;9.652;11.580;11.007
 ;ANTOFAGASTA CON;SALTA, ARG.     ;0;0;0;58;0;0;312;0;0;0
 ; ;AREQUIPA        ;0;0;24;1.485;920;0;857;3.154;1.973;0
 ; ;LIMA            ;0;0;0;0;0;855;10.348;12.149;13.918;8.094
 ; ;LA PAZ          ;0;0;0;0;1.197;2.090;1.645;0;0;0
 ;CALAMA CON;IGUAZU, ARG.    ;0;0;0;116;0;0;0;0;0;0
 ; ;AREQUIPA        ;0;0;2;76;174;0;0;0;0;0
 ;COPIAPO CON;SALTA, ARG.     ;0;0;0;0;0;0;149;0;0;0
 ;CONCEPCION CON;BUENOS AIRES    ;0;0;0;0;0;0;0;0;0;116
 ; ;FLORIANAPOLIS   ;0;0;0;0;0;302;334;320;632;0
 ; ;SAO PAULO       ;0;0;0;0;0;0;0;0;0;149
 ;PUERTO MONTT CON;BARILOCHE       ;0;0;0;0;19;0;0;0;0;0
 ;PUNTA ARENAS CON;EL CALAFATE     ;0;0;348;0;0;0;0;0;0;0
 ; ;USHUAIA, ARG.   ;0;0;0;0;41;0;0;0;0;0
 ;ARICA CON;LA PAZ          ;0;0;0;0;0;0;0;0;0;13.731
TOTAL;INTERNACIONAL DE;SKY AIRLINE       ;13.553;13.206;13.148;21.291;29.600;63.473;216.101;275.930;347.924;424.649
TOTALES;LINEAS AEREAS;CHILENAS          ;2.330.634;2.428.257;2.723.244;2.724.798;2.495.002;2.753.995;3.385.074;4.060.405;3.963.942;4.137.837
AEROL. ARGENTINAS ;SANTIAGO CON;BUENOS AIRES    ;213.667;171.943;180.860;136.373;123.577;175.778;166.198;64.836;90.324;66.017
 ; ;CORDOBA         ;0;0;0;0;0;0;0;0;0;267
 ; ;MENDOZA         ;0;0;0;0;0;323;21.026;10.244;16.974;7.402
 ; ;LIMA            ;60;287;105;50;127;38;42;5;6;1
 ; ;SANTA CRUZ, BOL.;119;31;27;9;88;102;45;63;9;514
 ; ;BELO HORIZONTE  ;0;0;0;0;0;0;0;0;0;67
 ; ;BRASILIA        ;0;0;0;0;0;0;0;0;43;49
 ; ;CURITIBA        ;0;0;0;0;0;0;0;0;0;87
 ; ;FLORIANAPOLIS   ;37;0;0;0;1;17;11;6;55;62
 ; ;PORTO ALEGRE    ;480;670;626;1.491;687;672;785;139;1.564;478
 ; ;RIO DE JANEIRO  ;4.533;2.078;1.241;1.647;705;560;1.798;357;1.575;1.033
 ; ;SAO PAULO       ;690;1.026;756;1.240;759;834;1.810;724;2.034;389
 ; ;ASUNCION        ;8;21;177;33;92;483;754;335;516;182
 ; ;MONTEVIDEO      ;1.286;592;551;331;135;205;355;319;296;236
 ; ;PTA. DEL ESTE   ;17;0;0;0;0;0;0;0;68;87
 ; ;BOGOTA          ;22;94;216;41;15;51;76;55;40;106
 ; ;CARACAS         ;76;239;357;139;139;189;129;47;51;168
 ; ;C. DE MEXICO    ;5;154;96;23;1;0;64;16;9;5
 ; ;MIAMI           ;5.189;1.656;1.599;906;1.153;249;87;85;60;437
 ; ;NUEVA YORK      ;740;1.002;838;287;0;0;0;0;0;728
 ; ;BARCELONA ESP.  ;0;466;1.612;539;618;972;1.996;712;373;726
 ; ;MADRID          ;16.204;6.672;9.097;4.163;6.272;5.970;5.091;1.845;916;1.130
 ; ;PARIS           ;266;238;0;0;0;0;0;0;0;0
 ; ;MILAN           ;7;0;0;0;0;0;0;0;0;0
 ; ;ROMA            ;779;1.092;2.172;1.303;1.415;1.442;1.212;489;276;421
 ; ;LONDRES         ;205;199;0;0;0;0;0;0;0;0
 ; ;JOHANNESBURG    ;0;0;0;0;0;8;0;0;0;0
 ; ;SYDNEY          ;2.715;1.564;2.020;2.137;2.436;2.111;945;409;223;0
 ; ;AUCKLAND N.Z.   ;110;326;1.185;1.317;1.473;1.485;718;324;0;0
TOTAL;INTERNACIONAL DE;AEROL. ARGENTINAS ;247.215;190.350;203.535;152.029;139.693;191.489;203.142;81.010;115.412;80.592
AUSTRAL           ;SANTIAGO CON;BARILOCHE       ;0;0;0;0;0;0;0;0;149;0
 ; ;BUENOS AIRES    ;0;3.507;256;2.500;0;0;0;84.824;115.929;157.178
 ; ;MENDOZA         ;0;0;0;0;0;0;0;25.443;27.634;1.780
 ; ;LIMA            ;0;0;0;0;0;0;0;0;10;10
 ; ;SANTA CRUZ, BOL.;0;0;0;0;0;0;0;18;35;627
 ; ;BELO HORIZONTE  ;0;0;0;0;0;0;0;0;0;15
 ; ;BRASILIA        ;0;0;0;0;0;0;0;0;0;5
 ; ;CURITIBA        ;0;0;0;0;0;0;0;0;0;13
 ; ;FLORIANAPOLIS   ;0;0;0;0;0;0;0;12;30;101
 ; ;PORTO ALEGRE    ;0;0;0;0;0;0;0;318;3.613;2.555
 ; ;RIO DE JANEIRO  ;0;0;0;0;0;0;0;677;1.881;2.246
 ; ;SAO PAULO       ;0;0;0;0;0;0;0;641;2.133;1.479
 ; ;ASUNCION        ;0;0;0;0;0;0;0;240;513;607
 ; ;MONTEVIDEO      ;0;0;0;0;0;0;0;275;1.104;2.003
 ; ;PTA. DEL ESTE   ;0;0;0;0;0;0;0;0;161;267
 ; ;BOGOTA          ;0;0;0;0;0;0;0;26;29;97
 ; ;CARACAS         ;0;0;0;0;0;0;0;72;396;1.780
 ; ;C. DE MEXICO    ;0;0;0;0;0;0;0;7;4;1
 ; ;MIAMI           ;0;0;0;0;0;0;0;61;75;561
 ; ;NUEVA YORK      ;0;0;0;0;0;0;0;0;0;790
 ; ;BARCELONA ESP.  ;0;0;0;0;0;0;0;1.148;415;1.712
 ; ;MADRID          ;0;0;0;0;0;0;0;1.972;1.010;2.374
 ; ;ROMA            ;0;0;0;0;0;0;0;826;317;1.131
 ; ;SYDNEY          ;0;0;0;0;0;0;0;381;77;12
 ; ;AUCKLAND N.Z.   ;0;0;0;0;0;0;0;111;0;0
TOTAL;INTERNACIONAL DE;AUSTRAL           ;0;3.507;256;2.500;0;0;0;117.052;155.515;177.344
LAN ARGENTINA     ;SANTIAGO CON;BUENOS AIRES    ;0;9.065;42.052;33.092;120.148;147.450;73.229;144.237;96.839;40.594
 ; ;CORDOBA         ;0;0;0;0;0;21.687;0;0;0;0
 ; ;MENDOZA         ;0;0;0;0;0;587;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN ARGENTINA     ;0;9.065;42.052;33.092;120.148;169.724;73.229;144.237;96.839;40.594
LINEA A.DEL ESTADO;SANTIAGO CON;GUAYAQUIL       ;0;40;0;0;0;0;0;0;0;0
 ; ;QUITO           ;0;86;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LINEA A.DEL ESTADO;0;126;0;0;0;0;0;0;0;0
LAN PERU          ;SANTIAGO CON;BUENOS AIRES    ;0;2;34.109;83.024;107.401;65.443;9;15;28;20
 ; ;CORDOBA         ;0;0;0;0;0;0;0;2;1;7
 ; ;ROSARIO, ARG.   ;0;0;0;0;0;0;2;6;0;0
 ; ;CUZCO, PERU     ;0;0;0;0;0;0;0;8;0;0
 ; ;LIMA            ;50.524;17.070;50.899;53.999;54.151;69.152;168.827;114.003;128.173;205.063
 ; ;LA PAZ          ;0;0;17;69;33;516;1.061;517;1.414;2.538
 ; ;SANTA CRUZ, BOL.;0;0;44;38;4;298;1.174;776;678;895
 ; ;BRASILIA        ;0;0;0;0;0;19;89;0;0;0
 ; ;IGUASSU, BRASIL ;0;0;0;0;0;0;69;85;19;49
 ; ;SAO PAULO       ;0;0;0;0;1;5;24;55;177;176
 ; ;GUAYAQUIL       ;0;194;42;44;9;1.828;7.899;5.232;1.725;313
 ; ;QUITO           ;0;944;5.916;4.294;2.806;2.099;3.025;9.111;7.930;4.553
 ; ;BOGOTA          ;0;1.704;11.257;10.279;7.291;3.603;10.752;15.321;13.960;22.175
 ; ;CALI            ;0;0;0;0;372;715;2.350;1.439;1.278;982
 ; ;CARTAGENA, COL. ;0;0;0;0;559;1.474;1.331;0;0;0
 ; ;MEDELLIN        ;0;0;0;1.163;612;1.029;2.240;1.988;1.015;984
 ; ;CARACAS         ;0;2.237;12.920;10.101;2.718;2.768;10.739;13.071;9.626;5.685
 ; ;LA HAVANA       ;0;0;0;0;0;0;0;6.272;3.680;2.951
 ; ;PUNTA CANA, R.D.;0;0;0;0;141;1.892;5.186;12.613;4.247;1.132
 ; ;C. DE MEXICO    ;0;93;408;0;0;0;0;0;14;0
 ; ;CANCUN, MEX.    ;0;0;0;0;0;0;0;13.019;5.006;1.090
 ; ;LOS ANGELES     ;7.286;3.607;994;112;377;187;1.258;3.785;5.528;5.913
 ; ;LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;935
 ; ;MIAMI           ;54;66;58;172;416;425;1.741;10.320;12.287;12.101
 ; ;NUEVA YORK      ;286;0;0;4;8;13;273;599;5.296;4.735
 ; ;SAN FRANCISCO US;0;0;0;0;0;30;916;4.897;5.258;1.602
 ; ;MADRID          ;0;0;0;86;607;692;1.488;4.464;8.973;8.763
 ;ARICA CON;CUZCO, PERU     ;78;0;126;0;0;59;0;0;0;0
 ; ;LIMA            ;64;0;0;0;0;0;0;0;0;0
 ;IQUIQUE CON;LOS ANGELES     ;0;191;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN PERU          ;58.292;26.108;116.790;163.385;177.506;152.247;220.453;217.598;216.313;282.662
TACA-PERU         ;SANTIAGO CON;CORDOBA         ;0;0;0;0;0;0;0;0;41;0
 ; ;LIMA            ;0;18.944;8.845;18.608;20.059;23.238;37.754;30.507;1.534;49
 ; ;GUAYAQUIL       ;0;5.203;840;4.454;4.055;4.674;6.796;7.360;0;0
 ; ;QUITO           ;0;6.461;808;4.737;3.893;5.001;7.721;8.670;0;0
 ; ;BOGOTA          ;0;5.483;665;4.652;3.456;3.553;8.570;8.426;0;0
 ; ;CALI            ;0;0;0;0;0;312;205;217;0;0
 ; ;MEDELLIN        ;0;0;0;0;67;304;219;207;0;0
 ; ;CARACAS         ;0;5.780;727;4.322;3.707;3.885;5.746;6.904;0;0
 ; ;SAN JOSE, C.R.  ;0;17.678;4.725;26.167;24.887;26.527;22.200;14.751;0;0
 ; ;LA HAVANA       ;0;0;973;9.410;9.891;12.333;13.304;13.388;0;0
 ; ;SANTO DOMINGO   ;0;0;970;6.869;5.809;11.911;11.917;13.523;0;0
 ; ;C. DE MEXICO    ;0;2.857;402;3.601;3.728;5.958;8.276;10.300;0;0
 ; ;CANCUN, MEX.    ;0;0;0;0;0;239;250;268;0;0
 ; ;LOS ANGELES     ;0;1.167;102;1.332;1.366;1.440;1.021;742;0;0
 ; ;MIAMI           ;0;598;264;2.228;2.080;2.387;9.409;14.035;0;0
 ; ;NUEVA YORK      ;0;2.017;190;1.654;1.787;1.981;1.331;989;0;0
 ;ANTOFAGASTA CON;LIMA            ;0;0;0;0;0;0;6.649;0;0;0
TOTAL;INTERNACIONAL DE;TACA-PERU         ;0;66.188;19.511;88.034;84.785;103.743;141.368;130.287;1.575;49
AMASZONAS S.A.    ;IQUIQUE CON;LA PAZ          ;0;0;0;0;0;0;0;0;0;5
 ; ;ORURO   BOL.    ;0;0;0;0;0;0;0;0;0;401
 ; ;SANTA CRUZ, BOL.;0;0;0;0;0;0;0;0;0;956
 ;LA SERENA CON;SANTA CRUZ, BOL.;0;0;0;0;0;0;0;0;0;41
TOTAL;INTERNACIONAL DE;AMASZONAS S.A.    ;0;0;0;0;0;0;0;0;0;1.403
LLOYD A. BOLIVIANO;SANTIAGO CON;BUENOS AIRES    ;0;452;0;0;0;0;0;0;0;0
 ; ;CORDOBA         ;0;973;351;0;0;0;0;0;0;0
 ; ;COCHABAMBA      ;231;267;43;0;0;0;0;0;0;0
 ; ;LA PAZ          ;49;449;0;0;0;0;0;0;0;0
 ; ;SANTA CRUZ, BOL.;31.012;15.172;4.149;0;0;0;0;0;0;0
 ;ARICA CON;LA PAZ          ;123;0;0;0;0;0;0;0;0;0
 ; ;TARIJA, BOL.    ;141;0;0;0;0;0;0;0;0;0
 ;IQUIQUE CON;TARIJA, BOL.    ;0;149;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LLOYD A. BOLIVIANO;31.556;17.462;4.543;0;0;0;0;0;0;0
GOL TRANS         ;SANTIAGO CON;BUENOS AIRES    ;0;34.279;140.065;86.947;65.143;63.822;63.748;57.606;0;0
 ; ;CORDOBA         ;0;0;476;0;0;0;23;0;0;0
 ; ;ROSARIO, ARG.   ;0;0;19;0;0;0;108;0;0;0
 ; ;LIMA            ;0;0;29.277;26.231;11.722;0;0;0;0;0
 ; ;SANTA CRUZ, BOL.;0;0;0;4;2;0;0;0;0;0
 ; ;BELO HORIZONTE  ;0;1;226;4;480;569;1.547;1.486;0;354
 ; ;BRASILIA        ;0;0;0;122;724;949;1.844;1.844;0;0
 ; ;CAMPO GRANDE BRA;0;0;0;0;3;0;0;0;0;0
 ; ;CORUMBA, BRA.   ;0;0;0;0;6;0;0;0;0;0
 ; ;CURITIBA        ;0;0;0;45;453;803;1.524;847;0;0
 ; ;FLORIANAPOLIS   ;0;1.547;3.259;4.119;586;1.574;1.685;1.289;0;0
 ; ;FORTALEZA       ;0;0;0;39;222;234;537;473;0;0
 ; ;IGUASSU, BRASIL ;0;0;0;0;1;0;0;0;0;0
 ; ;MACEIO, BRASIL  ;0;0;0;2;8;2;0;0;0;0
 ; ;MANAUS, BRASIL  ;0;0;0;0;21;13;8;9;0;0
 ; ;NATAL  BRASIL   ;0;0;0;0;14;12;75;13;0;0
 ; ;NAVEGANTES BRA. ;0;0;3;0;0;0;0;0;0;0
 ; ;PORTO ALEGRE    ;0;1.619;7.478;9.301;7.391;1.414;23.041;31.517;0;0
 ; ;PORTO SEGURO    ;0;0;0;3;16;1;0;0;0;0
 ; ;RECIFE          ;0;0;0;47;454;706;1.176;1.207;0;0
